Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Mitsubishi,3000GT,1997,regular unleaded,320,6,MANUAL,all wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,22,16,436,6008
Mitsubishi,3000GT,1998,regular unleaded,320,6,MANUAL,all wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,22,16,436,6710
Mitsubishi,3000GT,1998,regular unleaded,161,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,22,17,436,3701
Mitsubishi,3000GT,1998,regular unleaded,218,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,17,436,4671
Mitsubishi,3000GT,1999,regular unleaded,218,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,17,436,5306
Mitsubishi,3000GT,1999,regular unleaded,320,6,MANUAL,all wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,22,16,436,7600
Mitsubishi,3000GT,1999,regular unleaded,161,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,22,17,436,4090
Chrysler,300,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,37570
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1013,31695
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1013,38070
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,44895
Chrysler,300,2015,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,35070
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,42395
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,34195
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,40570
Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,38095
Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,35595
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,45190
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1013,32260
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,37755
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,41055
Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,36090
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,42690
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1013,38555
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,31,19,1013,35255
Chrysler,300,2016,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,38590
Chrysler,300,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,34760
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,41135
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,45270
Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,38670
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,38635
Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,36170
Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,38175
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,30,19,1013,32340
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,42770
Chrysler,300,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,27,18,1013,34840
Chrysler,300,2017,regular unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,35675
Chrysler,300M,2002,premium unleaded (required),250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013,32065
Chrysler,300M,2002,premium unleaded (required),250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013,28540
Chrysler,300M,2003,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,32315
Chrysler,300M,2003,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,28885
Chrysler,300M,2004,regular unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,29185
Chrysler,300M,2004,premium unleaded (required),255,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,32615
Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,16,2009,2847
Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,2488
Nissan,300ZX,1994,regular unleaded,300,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,22,16,2009,2683
Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,2553
Nissan,300ZX,1995,regular unleaded,300,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,3049
Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,2774
Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,2702
Nissan,300ZX,1995,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,17,2009,3101
Nissan,300ZX,1996,regular unleaded,300,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,3510
Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,3107
Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,17,2009,3624
Nissan,300ZX,1996,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,3185
Mazda,323,1992,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
Mazda,323,1992,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,24,586,2000
Mazda,323,1994,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2144
Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2098
Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2178
Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2311
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,36550
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41250
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,30600
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,37100
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,27900
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,32700
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,40250
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,35550
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,36100
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,33200
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,37900
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,29600
Nissan,350Z,2007,regular unleaded,306,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,25,18,2009,38070
Nissan,350Z,2007,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,38900
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,33840
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,38630
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,39630
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,37740
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41980
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,36280
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,36740
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,40980
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,25,18,2009,38680
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,28510
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,30210
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,31210
Nissan,350Z,2008,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,33340
Nissan,350Z,2008,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37280
Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,41570
Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,36870
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,42570
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37870
Nissan,350Z,2009,regular unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,39220
Nissan,350Z,2009,regular unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,40220
Ferrari,360,2002,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,160829
Ferrari,360,2002,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,140615
Ferrari,360,2002,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,150694
Ferrari,360,2002,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,170829
Ferrari,360,2003,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,165986
Ferrari,360,2003,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,154090
Ferrari,360,2003,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,143860
Ferrari,360,2003,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,176287
Ferrari,360,2004,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,157767
Ferrari,360,2004,premium unleaded (required),425,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,10,2774,187124
Ferrari,360,2004,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10,2774,147332
Ferrari,360,2004,premium unleaded (required),400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,169900
Ferrari,360,2004,premium unleaded (required),400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10,2774,180408
Nissan,370Z,2015,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
Nissan,370Z,2015,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
Nissan,370Z,2015,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
Nissan,370Z,2015,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
Nissan,370Z,2015,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
Nissan,370Z,2015,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
Nissan,370Z,2016,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
Nissan,370Z,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
Nissan,370Z,2016,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
Nissan,370Z,2016,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
Nissan,370Z,2016,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
Nissan,370Z,2016,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
Nissan,370Z,2017,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
Nissan,370Z,2017,premium unleaded (required),350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
Nissan,370Z,2017,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
Nissan,370Z,2017,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
Nissan,370Z,2017,premium unleaded (required),332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,25045
Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,26095
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,23795
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,19595
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,18445
Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,23845
Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,25395
Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,24895
Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,25545
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,24295
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,19495
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,20095
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,19995
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,21145
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,23245
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,16945
Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,24345
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,20645
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,18945
Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,26595
Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,22745
Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,17995
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,22545
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,21095
Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,25495
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,20745
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,24295
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,23595
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,21795
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,17845
Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,26495
Mazda,3,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,24745
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30,586,18895
Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,19595
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,23245
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,18545
Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,25795
Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29,586,20045
Mazda,3,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,25445
Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,24795
Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,28,586,21495
Mazda,3,2017,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,27,586,17845
Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,25,586,23145
Mazda,3,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,586,24195
Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,586,20145
Mazda,3,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,24945
